"","date","frequency","happiness","timeseries"
"925",2017-07-13,134234104,"5.994","/api/v1/timeseries/3/"
"926",2017-07-14,125220532,"6.005","/api/v1/timeseries/3/"
"927",2017-07-15,116667892,"6.004","/api/v1/timeseries/3/"
"928",2017-07-16,121588676,"5.999","/api/v1/timeseries/3/"
"929",2017-07-17,128600630,"5.994","/api/v1/timeseries/3/"
"930",2017-07-18,132436788,"5.975","/api/v1/timeseries/3/"
"931",2017-07-19,135016789,"5.977","/api/v1/timeseries/3/"
"932",2017-07-20,139092844,"5.976","/api/v1/timeseries/3/"
"933",2017-07-21,131889671,"6.005","/api/v1/timeseries/3/"
"934",2017-07-22,121481277,"6.017","/api/v1/timeseries/3/"
"935",2017-07-23,126176334,"6.034","/api/v1/timeseries/3/"
"936",2017-07-24,135447505,"6.006","/api/v1/timeseries/3/"
"937",2017-07-25,140739366,"5.968","/api/v1/timeseries/3/"
"938",2017-07-26,148217298,"5.956","/api/v1/timeseries/3/"
"939",2017-07-27,138779749,"5.974","/api/v1/timeseries/3/"
"940",2017-07-28,135702070,"5.984","/api/v1/timeseries/3/"
"941",2017-07-29,115867035,"6.002","/api/v1/timeseries/3/"
"942",2017-07-30,119855679,"6.008","/api/v1/timeseries/3/"
"943",2017-07-31,129131548,"6.012","/api/v1/timeseries/3/"
"944",2017-08-01,128507487,"6.018","/api/v1/timeseries/3/"
"945",2017-08-02,130420771,"6.012","/api/v1/timeseries/3/"
"946",2017-08-03,130348767,"6.020","/api/v1/timeseries/3/"
"947",2017-08-04,125375779,"6.058","/api/v1/timeseries/3/"
"948",2017-08-05,113307742,"6.042","/api/v1/timeseries/3/"
"949",2017-08-06,117439594,"6.022","/api/v1/timeseries/3/"
"950",2017-08-07,127996340,"6.022","/api/v1/timeseries/3/"
"951",2017-08-08,134197417,"6.001","/api/v1/timeseries/3/"
"952",2017-08-09,130596677,"5.997","/api/v1/timeseries/3/"
"953",2017-08-10,130576995,"5.994","/api/v1/timeseries/3/"
"954",2017-08-11,130291079,"5.988","/api/v1/timeseries/3/"
"955",2017-08-12,147028777,"5.858","/api/v1/timeseries/3/"
"956",2017-08-13,150400645,"5.882","/api/v1/timeseries/3/"
"957",2017-08-14,143177700,"5.929","/api/v1/timeseries/3/"
"958",2017-08-15,151269112,"5.915","/api/v1/timeseries/3/"
"959",2017-08-16,146538258,"5.912","/api/v1/timeseries/3/"
"960",2017-08-17,145082079,"5.915","/api/v1/timeseries/3/"
"961",2017-08-18,139552011,"5.934","/api/v1/timeseries/3/"
"962",2017-08-19,129717462,"5.955","/api/v1/timeseries/3/"
"963",2017-08-20,128676001,"5.977","/api/v1/timeseries/3/"
"964",2017-08-21,141606527,"5.986","/api/v1/timeseries/3/"
"965",2017-08-22,132932831,"5.976","/api/v1/timeseries/3/"
"966",2017-08-23,132927594,"5.973","/api/v1/timeseries/3/"
"967",2017-08-24,130879894,"5.985","/api/v1/timeseries/3/"
"968",2017-08-25,133530273,"5.957","/api/v1/timeseries/3/"
"969",2017-08-26,127068911,"5.943","/api/v1/timeseries/3/"
"970",2017-08-27,143986963,"5.937","/api/v1/timeseries/3/"
"971",2017-08-28,140552238,"5.963","/api/v1/timeseries/3/"
"972",2017-08-29,143775584,"5.962","/api/v1/timeseries/3/"
"973",2017-08-30,142009174,"5.948","/api/v1/timeseries/3/"
"974",2017-08-31,139523166,"5.972","/api/v1/timeseries/3/"
"975",2017-09-01,129969637,"6.009","/api/v1/timeseries/3/"
"976",2017-09-02,122459876,"5.998","/api/v1/timeseries/3/"
"977",2017-09-03,126331219,"5.994","/api/v1/timeseries/3/"
"978",2017-09-04,133443545,"5.999","/api/v1/timeseries/3/"
"979",2017-09-05,140895428,"5.934","/api/v1/timeseries/3/"
"980",2017-09-06,138123777,"5.928","/api/v1/timeseries/3/"
"981",2017-09-07,131609362,"5.963","/api/v1/timeseries/3/"
"982",2017-09-08,124669339,"5.975","/api/v1/timeseries/3/"
"983",2017-09-09,120034008,"5.998","/api/v1/timeseries/3/"
"984",2017-09-10,126202494,"5.974","/api/v1/timeseries/3/"
"985",2017-09-11,127784164,"5.962","/api/v1/timeseries/3/"
"986",2017-09-12,130459727,"5.981","/api/v1/timeseries/3/"
"987",2017-09-13,129538264,"5.981","/api/v1/timeseries/3/"
"988",2017-09-14,129051515,"5.979","/api/v1/timeseries/3/"
"989",2017-09-15,122025412,"5.982","/api/v1/timeseries/3/"
"990",2017-09-16,113388295,"6.005","/api/v1/timeseries/3/"
"991",2017-09-17,123665178,"5.993","/api/v1/timeseries/3/"
"992",2017-09-18,130848110,"5.995","/api/v1/timeseries/3/"
"993",2017-09-19,131375510,"5.960","/api/v1/timeseries/3/"
"994",2017-09-20,131643895,"5.985","/api/v1/timeseries/3/"
"995",2017-09-21,125143984,"5.989","/api/v1/timeseries/3/"
"996",2017-09-22,120444757,"6.003","/api/v1/timeseries/3/"
"997",2017-09-23,127810208,"5.985","/api/v1/timeseries/3/"
"998",2017-09-24,139621864,"5.958","/api/v1/timeseries/3/"
"999",2017-09-25,136136835,"5.962","/api/v1/timeseries/3/"
"1000",2017-09-26,133917951,"5.974","/api/v1/timeseries/3/"
"1001",2017-09-27,133057670,"5.986","/api/v1/timeseries/3/"
"1002",2017-09-28,128805040,"5.981","/api/v1/timeseries/3/"
"1003",2017-09-29,120411984,"5.997","/api/v1/timeseries/3/"
"1004",2017-09-30,122847717,"5.958","/api/v1/timeseries/3/"
"1005",2017-10-01,125719820,"5.951","/api/v1/timeseries/3/"
"1006",2017-10-02,151706432,"5.750","/api/v1/timeseries/3/"
"1007",2017-10-03,132483082,"5.868","/api/v1/timeseries/3/"
"1008",2017-10-04,124866947,"5.939","/api/v1/timeseries/3/"
"1009",2017-10-05,121986521,"5.959","/api/v1/timeseries/3/"
"1010",2017-10-06,116785407,"5.982","/api/v1/timeseries/3/"
"1011",2017-10-07,111219746,"5.974","/api/v1/timeseries/3/"
"1012",2017-10-08,123767351,"5.957","/api/v1/timeseries/3/"
"1013",2017-10-09,127205187,"5.956","/api/v1/timeseries/3/"
"1014",2017-10-10,130276049,"5.950","/api/v1/timeseries/3/"
"1015",2017-10-11,128774247,"5.970","/api/v1/timeseries/3/"
"1016",2017-10-12,125525054,"5.979","/api/v1/timeseries/3/"
"1017",2017-10-13,114593784,"6.003","/api/v1/timeseries/3/"
"1018",2017-10-14,112450173,"6.000","/api/v1/timeseries/3/"
"1019",2017-10-15,119636060,"5.975","/api/v1/timeseries/3/"
"1020",2017-10-16,133248994,"5.959","/api/v1/timeseries/3/"
"1021",2017-10-17,130884137,"5.989","/api/v1/timeseries/3/"
"1022",2017-10-18,126480972,"5.977","/api/v1/timeseries/3/"
"1023",2017-10-19,107255809,"6.009","/api/v1/timeseries/3/"
"1024",2017-10-20,116498750,"5.997","/api/v1/timeseries/3/"
"1025",2017-10-21,111322712,"5.996","/api/v1/timeseries/3/"
"1026",2017-10-22,119093448,"5.998","/api/v1/timeseries/3/"
"1027",2017-10-23,122918774,"6.003","/api/v1/timeseries/3/"
"1028",2017-10-24,125264757,"5.999","/api/v1/timeseries/3/"
"1029",2017-10-25,122185793,"5.998","/api/v1/timeseries/3/"
"1030",2017-10-26,122722985,"5.996","/api/v1/timeseries/3/"
"1031",2017-10-27,115883477,"6.006","/api/v1/timeseries/3/"
"1032",2017-10-28,107506388,"5.999","/api/v1/timeseries/3/"
"1033",2017-10-29,113907723,"5.992","/api/v1/timeseries/3/"
"1034",2017-10-30,128154786,"5.967","/api/v1/timeseries/3/"
"1035",2017-10-31,127049175,"5.975","/api/v1/timeseries/3/"
"1036",2017-11-01,131397927,"5.965","/api/v1/timeseries/3/"
"1037",2017-11-02,130399416,"5.975","/api/v1/timeseries/3/"
"1038",2017-11-03,128587728,"5.991","/api/v1/timeseries/3/"
"1039",2017-11-04,115523515,"6.008","/api/v1/timeseries/3/"
"1040",2017-11-05,128565530,"5.936","/api/v1/timeseries/3/"
"1041",2017-11-06,128767186,"5.925","/api/v1/timeseries/3/"
"1042",2017-11-07,137769850,"5.955","/api/v1/timeseries/3/"
"1043",2017-11-08,152203599,"6.006","/api/v1/timeseries/3/"
"1044",2017-11-09,152686139,"5.977","/api/v1/timeseries/3/"
"1045",2017-11-10,145164917,"5.975","/api/v1/timeseries/3/"
"1046",2017-11-11,137147791,"5.982","/api/v1/timeseries/3/"
"1047",2017-11-12,142966270,"5.996","/api/v1/timeseries/3/"
"1048",2017-11-13,148970709,"5.986","/api/v1/timeseries/3/"
"1049",2017-11-14,155000081,"5.991","/api/v1/timeseries/3/"
"1050",2017-11-15,155259643,"6.007","/api/v1/timeseries/3/"
"1051",2017-11-16,158916394,"5.973","/api/v1/timeseries/3/"
"1052",2017-11-17,148848818,"5.987","/api/v1/timeseries/3/"
"1053",2017-11-18,138217276,"6.012","/api/v1/timeseries/3/"
"1054",2017-11-19,153207983,"6.013","/api/v1/timeseries/3/"
"1055",2017-11-20,154929094,"6.013","/api/v1/timeseries/3/"
"1056",2017-11-21,154839073,"6.018","/api/v1/timeseries/3/"
"1057",2017-11-22,148361233,"6.022","/api/v1/timeseries/3/"
"1058",2017-11-23,133713902,"6.124","/api/v1/timeseries/3/"
"1059",2017-11-24,138717564,"6.054","/api/v1/timeseries/3/"
"1060",2017-11-25,144018276,"6.019","/api/v1/timeseries/3/"
"1061",2017-11-26,149485266,"6.009","/api/v1/timeseries/3/"
"1062",2017-11-27,146686234,"6.011","/api/v1/timeseries/3/"
"1063",2017-11-28,152716298,"6.006","/api/v1/timeseries/3/"
"1064",2017-11-29,165671463,"5.967","/api/v1/timeseries/3/"
"1065",2017-11-30,159017991,"5.958","/api/v1/timeseries/3/"
"1066",2017-12-01,178852453,"6.005","/api/v1/timeseries/3/"
"1067",2017-12-02,163839129,"5.983","/api/v1/timeseries/3/"
"1068",2017-12-03,158239804,"5.984","/api/v1/timeseries/3/"
"1069",2017-12-04,159654688,"5.981","/api/v1/timeseries/3/"
"1070",2017-12-05,158236111,"5.978","/api/v1/timeseries/3/"
"1071",2017-12-06,159291507,"5.983","/api/v1/timeseries/3/"
"1072",2017-12-07,157290397,"5.995","/api/v1/timeseries/3/"
"1073",2017-12-08,151681542,"6.005","/api/v1/timeseries/3/"
"1074",2017-12-09,138452293,"6.014","/api/v1/timeseries/3/"
"1075",2017-12-10,151434077,"6.016","/api/v1/timeseries/3/"
"1076",2017-12-11,159095491,"6.005","/api/v1/timeseries/3/"
"1077",2017-12-12,170492186,"5.987","/api/v1/timeseries/3/"
"1078",2017-12-13,160308470,"6.018","/api/v1/timeseries/3/"
"1079",2017-12-14,163395246,"6.003","/api/v1/timeseries/3/"
"1080",2017-12-15,144094400,"6.012","/api/v1/timeseries/3/"
"1081",2017-12-16,133412715,"6.008","/api/v1/timeseries/3/"
"1082",2017-12-17,139580669,"5.999","/api/v1/timeseries/3/"
"1083",2017-12-18,170052342,"5.975","/api/v1/timeseries/3/"
"1084",2017-12-19,158197412,"5.989","/api/v1/timeseries/3/"
"1085",2017-12-20,157128920,"5.995","/api/v1/timeseries/3/"
"1086",2017-12-21,146324713,"6.024","/api/v1/timeseries/3/"
"1087",2017-12-22,138616482,"6.055","/api/v1/timeseries/3/"
"1088",2017-12-23,129807171,"6.047","/api/v1/timeseries/3/"
"1089",2017-12-24,130855039,"6.150","/api/v1/timeseries/3/"
"1090",2017-12-25,122804172,"6.252","/api/v1/timeseries/3/"
"1091",2017-12-26,126445419,"6.094","/api/v1/timeseries/3/"
"1092",2017-12-27,135685853,"6.038","/api/v1/timeseries/3/"
"1093",2017-12-28,138725433,"6.017","/api/v1/timeseries/3/"
"1094",2017-12-29,148391901,"6.037","/api/v1/timeseries/3/"
"1095",2017-12-30,139098208,"6.019","/api/v1/timeseries/3/"
"1096",2017-12-31,146061821,"6.105","/api/v1/timeseries/3/"
"1097",2018-01-01,139343124,"6.081","/api/v1/timeseries/3/"
"1098",2018-01-02,159716785,"5.951","/api/v1/timeseries/3/"
"1099",2018-01-03,154718890,"5.969","/api/v1/timeseries/3/"
"1100",2018-01-04,153383303,"5.989","/api/v1/timeseries/3/"
"1101",2018-01-05,153084955,"6.008","/api/v1/timeseries/3/"
"1102",2018-01-06,147484639,"5.988","/api/v1/timeseries/3/"
"1103",2018-01-07,152158856,"6.005","/api/v1/timeseries/3/"
"1104",2018-01-08,153385070,"6.016","/api/v1/timeseries/3/"
"1105",2018-01-09,153544587,"6.011","/api/v1/timeseries/3/"
"1106",2018-01-10,156249757,"6.023","/api/v1/timeseries/3/"
"1107",2018-01-11,163335159,"6.032","/api/v1/timeseries/3/"
"1108",2018-01-12,164323928,"5.998","/api/v1/timeseries/3/"
"1109",2018-01-13,154906599,"6.012","/api/v1/timeseries/3/"
"1110",2018-01-14,155564154,"5.998","/api/v1/timeseries/3/"
"1111",2018-01-15,161728298,"6.016","/api/v1/timeseries/3/"
"1112",2018-01-16,159778610,"6.011","/api/v1/timeseries/3/"
"1113",2018-01-17,158777435,"6.022","/api/v1/timeseries/3/"
"1114",2018-01-18,155528122,"6.008","/api/v1/timeseries/3/"
"1115",2018-01-19,156607287,"6.008","/api/v1/timeseries/3/"
"1116",2018-01-20,156520324,"5.997","/api/v1/timeseries/3/"
"1117",2018-01-21,155423577,"6.002","/api/v1/timeseries/3/"
"1118",2018-01-22,156669557,"6.008","/api/v1/timeseries/3/"
"1119",2018-01-23,158866169,"5.994","/api/v1/timeseries/3/"
"1120",2018-01-24,156955357,"5.985","/api/v1/timeseries/3/"
"1121",2018-01-25,159197643,"6.034","/api/v1/timeseries/3/"
"1122",2018-01-26,146780184,"6.033","/api/v1/timeseries/3/"
"1123",2018-01-27,140372875,"6.022","/api/v1/timeseries/3/"
"1124",2018-01-28,151248556,"6.029","/api/v1/timeseries/3/"
"1125",2018-01-29,157643415,"6.004","/api/v1/timeseries/3/"
"1126",2018-01-30,166217080,"5.990","/api/v1/timeseries/3/"
"1127",2018-01-31,168031695,"6.004","/api/v1/timeseries/3/"
"1128",2018-02-01,160175433,"6.011","/api/v1/timeseries/3/"
"1129",2018-02-02,157437456,"5.986","/api/v1/timeseries/3/"
"1130",2018-02-03,149947979,"6.019","/api/v1/timeseries/3/"
"1131",2018-02-04,162338365,"6.048","/api/v1/timeseries/3/"
"1132",2018-02-05,161015089,"6.032","/api/v1/timeseries/3/"
"1133",2018-02-06,159428822,"6.018","/api/v1/timeseries/3/"
"1134",2018-02-07,160960906,"6.022","/api/v1/timeseries/3/"
"1135",2018-02-08,156961153,"6.022","/api/v1/timeseries/3/"
"1136",2018-02-09,151729380,"6.026","/api/v1/timeseries/3/"
"1137",2018-02-10,147903586,"6.004","/api/v1/timeseries/3/"
"1138",2018-02-11,145848719,"6.011","/api/v1/timeseries/3/"
"1139",2018-02-12,150215430,"6.028","/api/v1/timeseries/3/"
"1140",2018-02-13,152958380,"6.044","/api/v1/timeseries/3/"
"1141",2018-02-14,161410655,"6.040","/api/v1/timeseries/3/"
"1142",2018-02-15,181734119,"5.856","/api/v1/timeseries/3/"
"1143",2018-02-16,170261342,"5.899","/api/v1/timeseries/3/"
"1144",2018-02-17,156540967,"5.972","/api/v1/timeseries/3/"
"1145",2018-02-18,158468289,"5.965","/api/v1/timeseries/3/"
"1146",2018-02-19,159615576,"5.977","/api/v1/timeseries/3/"
"1147",2018-02-20,160142162,"5.970","/api/v1/timeseries/3/"
"1148",2018-02-21,173036472,"5.965","/api/v1/timeseries/3/"
"1149",2018-02-22,172250723,"5.940","/api/v1/timeseries/3/"
"1150",2018-02-23,161882246,"5.959","/api/v1/timeseries/3/"
"1151",2018-02-24,155037908,"5.978","/api/v1/timeseries/3/"
"1152",2018-02-25,168256904,"5.994","/api/v1/timeseries/3/"
"1153",2018-02-26,164063827,"5.985","/api/v1/timeseries/3/"
"1154",2018-02-27,161652247,"5.985","/api/v1/timeseries/3/"
"1155",2018-02-28,167558452,"5.991","/api/v1/timeseries/3/"
"1156",2018-03-01,170027047,"6.033","/api/v1/timeseries/3/"
"1157",2018-03-02,158038206,"6.019","/api/v1/timeseries/3/"
"1158",2018-03-03,144094806,"6.027","/api/v1/timeseries/3/"
"1159",2018-03-04,151163054,"6.040","/api/v1/timeseries/3/"
"1160",2018-03-05,154103301,"6.035","/api/v1/timeseries/3/"
"1161",2018-03-06,156849217,"6.026","/api/v1/timeseries/3/"
"1162",2018-03-07,156211327,"6.013","/api/v1/timeseries/3/"
"1163",2018-03-08,161146008,"6.079","/api/v1/timeseries/3/"
"1164",2018-03-09,145330268,"6.037","/api/v1/timeseries/3/"
"1165",2018-03-10,138206732,"6.027","/api/v1/timeseries/3/"
"1166",2018-03-11,152138731,"6.041","/api/v1/timeseries/3/"
"1167",2018-03-12,156252675,"6.009","/api/v1/timeseries/3/"
"1168",2018-03-13,162657667,"5.977","/api/v1/timeseries/3/"
"1169",2018-03-14,166704489,"5.971","/api/v1/timeseries/3/"
"1170",2018-03-15,155603537,"5.974","/api/v1/timeseries/3/"
"1171",2018-03-16,140069870,"5.989","/api/v1/timeseries/3/"
"1172",2018-03-17,135685121,"5.986","/api/v1/timeseries/3/"
"1173",2018-03-18,145472284,"5.993","/api/v1/timeseries/3/"
"1174",2018-03-19,150047258,"5.990","/api/v1/timeseries/3/"
"1175",2018-03-20,157300793,"5.974","/api/v1/timeseries/3/"
"1176",2018-03-21,157824674,"5.972","/api/v1/timeseries/3/"
"1177",2018-03-22,152598909,"5.981","/api/v1/timeseries/3/"
"1178",2018-03-23,146083389,"5.989","/api/v1/timeseries/3/"
"1179",2018-03-24,143146420,"5.976","/api/v1/timeseries/3/"
"1180",2018-03-25,146268079,"5.988","/api/v1/timeseries/3/"
"1181",2018-03-26,149974021,"5.993","/api/v1/timeseries/3/"
"1182",2018-03-27,152530324,"5.993","/api/v1/timeseries/3/"
"1183",2018-03-28,140588466,"5.995","/api/v1/timeseries/3/"
"1184",2018-03-29,143914791,"5.999","/api/v1/timeseries/3/"
"1185",2018-03-30,142630182,"6.005","/api/v1/timeseries/3/"
"1186",2018-03-31,134264676,"5.995","/api/v1/timeseries/3/"
"1187",2018-04-01,137511526,"6.029","/api/v1/timeseries/3/"
"1188",2018-04-02,149108133,"5.989","/api/v1/timeseries/3/"
"1189",2018-04-03,156145406,"5.991","/api/v1/timeseries/3/"
"1190",2018-04-04,154515628,"6.010","/api/v1/timeseries/3/"
"1191",2018-04-05,156132471,"6.000","/api/v1/timeseries/3/"
"1192",2018-04-06,141779617,"6.006","/api/v1/timeseries/3/"
"1193",2018-04-07,143236272,"6.025","/api/v1/timeseries/3/"
"1194",2018-04-08,145333167,"6.006","/api/v1/timeseries/3/"
"1195",2018-04-09,154240081,"5.995","/api/v1/timeseries/3/"
"1196",2018-04-10,156381303,"5.988","/api/v1/timeseries/3/"
"1197",2018-04-11,158100898,"5.978","/api/v1/timeseries/3/"
"1198",2018-04-12,153074870,"5.973","/api/v1/timeseries/3/"
"1199",2018-04-13,153262513,"5.945","/api/v1/timeseries/3/"
"1200",2018-04-14,141831921,"5.954","/api/v1/timeseries/3/"
"1201",2018-04-15,147591686,"5.991","/api/v1/timeseries/3/"
"1202",2018-04-16,154205814,"6.001","/api/v1/timeseries/3/"
"1203",2018-04-17,153257150,"6.010","/api/v1/timeseries/3/"
"1204",2018-04-18,157351329,"6.005","/api/v1/timeseries/3/"
"1205",2018-04-19,153679486,"6.009","/api/v1/timeseries/3/"
"1206",2018-04-20,148819381,"6.019","/api/v1/timeseries/3/"
"1207",2018-04-21,134975844,"6.018","/api/v1/timeseries/3/"
"1208",2018-04-22,144104263,"6.008","/api/v1/timeseries/3/"
"1209",2018-04-23,155219945,"5.992","/api/v1/timeseries/3/"
"1210",2018-04-24,160427662,"6.008","/api/v1/timeseries/3/"
"1211",2018-04-25,161960630,"6.006","/api/v1/timeseries/3/"
"1212",2018-04-26,162466387,"5.994","/api/v1/timeseries/3/"
"1213",2018-04-27,152690060,"6.000","/api/v1/timeseries/3/"
"1214",2018-04-28,139747612,"6.007","/api/v1/timeseries/3/"
"1215",2018-04-29,148094705,"6.002","/api/v1/timeseries/3/"
"1216",2018-04-30,154836603,"6.004","/api/v1/timeseries/3/"
"1217",2018-05-01,154692743,"6.002","/api/v1/timeseries/3/"
"1218",2018-05-02,155023853,"5.981","/api/v1/timeseries/3/"
"1219",2018-05-03,153834724,"5.991","/api/v1/timeseries/3/"
"1220",2018-05-04,147534460,"6.012","/api/v1/timeseries/3/"
"1221",2018-05-05,137906161,"6.043","/api/v1/timeseries/3/"
"1222",2018-05-06,144385473,"6.025","/api/v1/timeseries/3/"
"1223",2018-05-07,150198687,"5.996","/api/v1/timeseries/3/"
"1224",2018-05-08,158100871,"5.991","/api/v1/timeseries/3/"
"1225",2018-05-09,159408606,"5.991","/api/v1/timeseries/3/"
"1226",2018-05-10,157632760,"6.002","/api/v1/timeseries/3/"
"1227",2018-05-11,147515042,"6.004","/api/v1/timeseries/3/"
"1228",2018-05-12,140952942,"6.024","/api/v1/timeseries/3/"
"1229",2018-05-13,143513968,"6.065","/api/v1/timeseries/3/"
"1230",2018-05-14,172115835,"6.002","/api/v1/timeseries/3/"
"1231",2018-05-15,195527572,"6.008","/api/v1/timeseries/3/"
"1232",2018-05-16,184521361,"5.986","/api/v1/timeseries/3/"
"1233",2018-05-17,184548140,"5.977","/api/v1/timeseries/3/"
"1234",2018-05-18,188718059,"5.961","/api/v1/timeseries/3/"
"1235",2018-05-19,172706451,"6.017","/api/v1/timeseries/3/"
"1236",2018-05-20,189183208,"6.025","/api/v1/timeseries/3/"
"1237",2018-05-21,176583053,"6.009","/api/v1/timeseries/3/"
"1238",2018-05-22,168921189,"5.990","/api/v1/timeseries/3/"
"1239",2018-05-23,173180831,"5.986","/api/v1/timeseries/3/"
"1240",2018-05-24,173904480,"5.989","/api/v1/timeseries/3/"
"1241",2018-05-25,164932945,"5.991","/api/v1/timeseries/3/"
"1242",2018-05-26,153685853,"5.973","/api/v1/timeseries/3/"
"1243",2018-05-27,169024749,"5.980","/api/v1/timeseries/3/"
"1244",2018-05-28,172192241,"6.006","/api/v1/timeseries/3/"
"1245",2018-05-29,183717843,"5.974","/api/v1/timeseries/3/"
"1246",2018-05-30,178951589,"5.972","/api/v1/timeseries/3/"
"1247",2018-05-31,176522570,"5.980","/api/v1/timeseries/3/"
"1248",2018-06-01,167566370,"6.009","/api/v1/timeseries/3/"
"1249",2018-06-02,151619996,"6.007","/api/v1/timeseries/3/"
"1250",2018-06-03,157426904,"5.990","/api/v1/timeseries/3/"
"1251",2018-06-04,168096582,"5.983","/api/v1/timeseries/3/"
"1252",2018-06-05,177610369,"5.984","/api/v1/timeseries/3/"
"1253",2018-06-06,175055120,"5.993","/api/v1/timeseries/3/"
"1254",2018-06-07,170960113,"6.001","/api/v1/timeseries/3/"
"1255",2018-06-08,173626978,"5.988","/api/v1/timeseries/3/"
"1256",2018-06-09,153624895,"6.008","/api/v1/timeseries/3/"
"1257",2018-06-10,163430365,"6.001","/api/v1/timeseries/3/"
"1258",2018-06-11,174309732,"5.994","/api/v1/timeseries/3/"
"1259",2018-06-12,177693427,"6.017","/api/v1/timeseries/3/"
"1260",2018-06-13,171847172,"6.006","/api/v1/timeseries/3/"
"1261",2018-06-14,174901496,"5.993","/api/v1/timeseries/3/"
"1262",2018-06-15,167994122,"5.990","/api/v1/timeseries/3/"
"1263",2018-06-16,153785541,"6.000","/api/v1/timeseries/3/"
"1264",2018-06-17,160239722,"6.012","/api/v1/timeseries/3/"
"1265",2018-06-18,189194313,"5.922","/api/v1/timeseries/3/"
"1266",2018-06-19,189596618,"5.926","/api/v1/timeseries/3/"
"1267",2018-06-20,196917161,"5.931","/api/v1/timeseries/3/"
"1268",2018-06-21,186750147,"5.969","/api/v1/timeseries/3/"
"1269",2018-06-22,176751043,"5.982","/api/v1/timeseries/3/"
"1270",2018-06-23,163404216,"5.989","/api/v1/timeseries/3/"
"1271",2018-06-24,167151627,"5.993","/api/v1/timeseries/3/"
"1272",2018-06-25,177852262,"5.960","/api/v1/timeseries/3/"
"1273",2018-06-26,179683906,"5.954","/api/v1/timeseries/3/"
"1274",2018-06-27,184811941,"5.975","/api/v1/timeseries/3/"
"1275",2018-06-28,184036375,"5.943","/api/v1/timeseries/3/"
"1276",2018-06-29,167573439,"5.970","/api/v1/timeseries/3/"
"1277",2018-06-30,153910378,"5.986","/api/v1/timeseries/3/"
"1278",2018-07-01,160761363,"6.003","/api/v1/timeseries/3/"
"1279",2018-07-02,167432647,"5.999","/api/v1/timeseries/3/"
"1280",2018-07-03,168211747,"5.981","/api/v1/timeseries/3/"
"1281",2018-07-04,160418627,"6.041","/api/v1/timeseries/3/"
"1282",2018-07-05,179798029,"6.013","/api/v1/timeseries/3/"
"1283",2018-07-06,167222333,"5.983","/api/v1/timeseries/3/"
"1284",2018-07-07,155234160,"5.993","/api/v1/timeseries/3/"
"1285",2018-07-08,157066621,"5.992","/api/v1/timeseries/3/"
"1286",2018-07-09,173765791,"5.985","/api/v1/timeseries/3/"
"1287",2018-07-10,174893782,"5.990","/api/v1/timeseries/3/"
"1288",2018-07-11,177469445,"5.994","/api/v1/timeseries/3/"
"1289",2018-07-12,175795777,"5.980","/api/v1/timeseries/3/"
"1290",2018-07-13,173662115,"5.995","/api/v1/timeseries/3/"
"1291",2018-07-14,160562456,"5.999","/api/v1/timeseries/3/"
"1292",2018-07-15,167960103,"6.012","/api/v1/timeseries/3/"
"1293",2018-07-16,189691023,"5.983","/api/v1/timeseries/3/"
"1294",2018-07-17,182874650,"5.979","/api/v1/timeseries/3/"
"1295",2018-07-18,179248863,"5.992","/api/v1/timeseries/3/"
"1296",2018-07-19,175186806,"5.992","/api/v1/timeseries/3/"
"1297",2018-07-20,167043030,"5.998","/api/v1/timeseries/3/"
"1298",2018-07-21,153052176,"6.010","/api/v1/timeseries/3/"
"1299",2018-07-22,161800369,"6.002","/api/v1/timeseries/3/"
"1300",2018-07-23,182268722,"5.957","/api/v1/timeseries/3/"
"1301",2018-07-24,179980572,"5.988","/api/v1/timeseries/3/"
"1302",2018-07-25,175412658,"5.969","/api/v1/timeseries/3/"
"1303",2018-07-26,169331844,"5.985","/api/v1/timeseries/3/"
"1304",2018-07-27,157224531,"6.000","/api/v1/timeseries/3/"
"1305",2018-07-28,144838329,"5.998","/api/v1/timeseries/3/"
"1306",2018-07-29,150995262,"5.995","/api/v1/timeseries/3/"
"1307",2018-07-30,161446776,"6.000","/api/v1/timeseries/3/"
"1308",2018-07-31,164054285,"6.005","/api/v1/timeseries/3/"
"1309",2018-08-01,168052255,"5.994","/api/v1/timeseries/3/"
"1310",2018-08-02,166288680,"5.987","/api/v1/timeseries/3/"
"1311",2018-08-03,158687771,"5.996","/api/v1/timeseries/3/"
"1312",2018-08-04,152347926,"5.996","/api/v1/timeseries/3/"
"1313",2018-08-05,153231995,"5.972","/api/v1/timeseries/3/"
"1314",2018-08-06,165089283,"5.972","/api/v1/timeseries/3/"
"1315",2018-08-07,169076703,"5.973","/api/v1/timeseries/3/"
"1316",2018-08-08,166874046,"6.000","/api/v1/timeseries/3/"
"1317",2018-08-09,167902295,"6.004","/api/v1/timeseries/3/"
"1318",2018-08-10,157509636,"5.991","/api/v1/timeseries/3/"
"1319",2018-08-11,142015216,"5.982","/api/v1/timeseries/3/"
"1320",2018-08-12,150575574,"5.985","/api/v1/timeseries/3/"
"1321",2018-08-13,162191974,"5.969","/api/v1/timeseries/3/"
"1322",2018-08-14,164434584,"5.957","/api/v1/timeseries/3/"
"1323",2018-08-15,159764282,"5.980","/api/v1/timeseries/3/"
"1324",2018-08-16,165193977,"5.989","/api/v1/timeseries/3/"
"1325",2018-08-17,155652534,"5.995","/api/v1/timeseries/3/"
